"name";"dir";"extension";"size";"mtime_datetime";"ctime_datetime";"atime_datetime";"path_length";"path_depth";"owner"
"Budget_Plan_Sales_FY2024.zip";"C:\share\Job2\GB-Finanzen-und-Verwaltung\GB-Finanzen-und-Verwaltung-Technologie-IT-Operations\Supplier-Management-Team-Lieferantenbewertung-Cloud-Provider\Marketing-Material-Black-Friday-2023-Medien-2023-Regionale-Anpassungen-Zentral\CRM-Team-Datenpflege-Prozessoptimierung-Lead-Management\Process-Automation-Workflow-RPA-Onboarding-Flow\Linux-Team-Serverbetrieb-Hardening-Debian\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Finance\Sustainability-Team-Nachhaltigkeitsberichte-Umweltprojekte-Energieeffizienz\Governance-Team-Richtlinien-Zertifizierungen-ISO-9001";".zip";"971776";"09.07.2023 21:06:00";"19.11.2021 03:44:00";"04.07.2025 15:17:00";"602";"13";""
"Salary_Overview_Marketing_Feb.zip";"C:\share\Job3\GB-Sicherheit-und-Compliance\Technologie-IT-Operations\Workforce-Management-Kapazitaetsplanung-Zeiterfassung\IT-Helpdesk-Benutzersupport-Geraetemanagement-L2-Support\Solution-Architecture-Systemlandschaften-Design-Data-Warehouse\Application-Development-Premium-Serie-Sprint-Sprint-01\Sustainability-Team-Nachhaltigkeitsberichte-Umweltprojekte-Kreislaufwirtschaft\Sales-Operations-CRM-Kundenmanagement-SMB\Digital-Marketing-SEO-Social-Media-Produktlaunch-Q2-2024\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Finance";".zip";"970752";"20.04.2025 00:32:00";"31.10.2022 15:39:00";"07.09.2025 12:13:00";"573";"13";""
"Salary_Overview_Finance_Mar.zip";"C:\share\Job10\Team-QA-Automation\Technologie-Network-Engineering";".zip";"970752";"04.05.2020 22:45:00";"03.01.2016 15:30:00";"29.05.2020 08:20:00";"97";"5";""
"Budget_Plan_HR_FY2023.zip";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Assistenz-der-Geschaeftsfuehrung-Facility-und-Workplace-Management";".zip";"969728";"16.12.2024 09:21:00";"07.05.2022 03:32:00";"20.09.2025 00:10:00";"139";"5";""
"Customer_CUST2002_Contract.tar.gz";"C:\share\Job4\Bereich-Vertragswesen\Finanzen-Vertragswesen-und-Einkauf";".gz";"969728";"26.02.2023 12:43:00";"26.10.2022 11:53:00";"21.10.2023 10:57:00";"104";"5";""
"Sales_Forecast_Q4_2021.zip";"C:\share\Job7\Abteilung-Solution-Architecture\Betrieb-und-Projekte-Prozessmanagement";".zip";"969728";"23.09.2025 10:29:00";"01.01.2024 23:27:00";"30.09.2025 03:58:00";"111";"5";""
"Legal_Agreement_NDA_MegaBank.tar.gz";"C:\share\Job9\Team-Windows\Technologie-IT-Operations\Standort-Stuttgart-Gebaeude-Internal-Network-Infrastruktur-Wartung-Dokumentation-2025\Sales-Operations-CRM-Kundenmanagement-Public-Sector\Product-Management-Produktstrategie-Roadmap-Backlog-Mobile-App\Process-Automation-Workflow-RPA-Onboarding-Flow\Infrastructure-Services-Server-Storage-Netzwerke-Produktionsserver";".gz";"969728";"13.12.2022 18:43:00";"14.04.2022 21:16:00";"09.03.2025 03:49:00";"404";"10";""
"Contract_Addendum_CNT123_Final.tar.gz";"C:\share\Job4\Bereich-Talent-Acquisition\Data-und-Analytics-BI-KI-Governance";".gz";"968704";"28.11.2023 13:11:00";"01.01.2022 23:36:00";"21.05.2025 20:19:00";"114";"5";""
"Marketing_Campaign_SummerPromo_Jun.tar.gz";"C:\share\Job1\Strategie-und-Kommunikation\Betrieb-und-Projekte-Projektmanagement\AI-und-Automation-KI-Projekte-Machine-Learning-Document-Classification\Legal-Review-Team-Vertragspruefung-Dokumentation-Lizenzvertrag\Controlling-Kostenanalyse-Budgetkontrolle-2024-Q3\Data-Engineering-ETL-Datenintegration-Architektur-Web-Analytics\AI-und-Automation-KI-Projekte-Machine-Learning-Chatbot-Assistant";".gz";"967680";"08.02.2025 16:16:00";"07.12.2021 02:11:00";"31.08.2025 22:07:00";"435";"10";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job2\GB-Finanzen-und-Verwaltung\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".zip";"967680";"03.04.2025 10:04:00";"06.03.2022 04:03:00";"10.11.2025 10:10:00";"107";"5";""
"Invoice_2024_1001.zip";"C:\share\Job1\05-CHRO-Personal-und-Kultur\Sicherheit-IT-Security-Management";".zip";"966656";"26.01.2025 09:56:00";"06.09.2024 04:35:00";"25.04.2025 06:45:00";"97";"5";""
"Invoice_2024_1001.tar.gz";"C:\share\Job7\Abteilung-Recruiting\Betrieb-und-Projekte-Netzbetrieb";".gz";"966656";"29.05.2023 17:01:00";"16.11.2021 22:07:00";"01.12.2023 01:01:00";"92";"5";""
"Annual_Report_2024.tar.gz";"C:\share\Job9\Team-Network\Team-Network-People-und-Culture-HR-Operations";".gz";"966656";"11.11.2022 03:25:00";"30.06.2020 16:53:00";"18.09.2024 01:44:00";"98";"5";""
"Customer_CUST2002_Contract.tar.gz";"C:\share\Job5\Bereich-Facility-und-Workplace\Bereich-Facility-und-Workplace-Finanzen-Rechnungswesen-und-Buchhaltung\Project-Office-INIT-KAM-456-Koordination-Reporting\Sustainability-Team-Nachhaltigkeitsberichte-Umweltprojekte-Energieeffizienz\Risk-Management-Risikobewertung-Audits-Cyber-Risk\Solution-Architecture-Systemlandschaften-Design-Cloud-Migration";".gz";"965632";"10.11.2020 17:30:00";"21.05.2018 20:29:00";"06.09.2023 18:45:00";"390";"9";""
"PurchaseOrder_PO2222.tar.gz";"C:\share\Job1\06-CISO-Informationssicherheit\Technologie-Network-Engineering";".gz";"965632";"04.06.2025 00:46:00";"01.07.2024 04:46:00";"11.10.2025 06:57:00";"104";"5";""
"IT_Ticket_TKT00789_Network.tar.gz";"C:\share\Job4\Bereich-Customer-Success\Facility-und-Workplace-Management";".gz";"965632";"06.05.2025 15:38:00";"13.05.2022 03:46:00";"06.08.2025 14:44:00";"106";"5";""
"Compliance_Report_ISO9001_2022.tar.gz";"C:\share\Job3\Bereich-Cyber-Defense\Bereich-Cyber-Defense-Technologie-IT-Operations";".gz";"964608";"26.10.2025 11:07:00";"17.10.2025 23:52:00";"02.11.2025 10:20:00";"121";"5";""
"IT_Ticket_TKT00456_Hardware.tar.gz";"C:\share\Job2\ESG-und-Nachhaltigkeit\ESG-und-Nachhaltigkeit-Technologie-Network-Engineering\Product-Management-Produktstrategie-Roadmap-Backlog-Standard-Edition\Windows-Team-AD-M365-Endpoint-Management-M365-Tenant\Workforce-Management-Kapazitaetsplanung-Zeiterfassung\Sales-Operations-CRM-Kundenmanagement-Enterprise\QA-Automation-Testskripte-Regression-Smoke-Tests\Forschung-Recommendation-Engine-Versuchsreihe-Integrationstests-Messdaten-Auswertung\Legal-Review-Team-Vertragspruefung-Dokumentation-Dienstleistungsvertrag";".gz";"964608";"27.09.2025 23:39:00";"15.08.2025 06:40:00";"30.10.2025 11:44:00";"557";"12";""
"Customer_Contract.tar.gz";"C:\share\Job9\Team-Network\Team-Network-People-und-Culture-HR-Operations";".gz";"964608";"09.05.2019 22:26:00";"16.04.2017 00:42:00";"20.06.2024 01:46:00";"97";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job1\06-CISO-Informationssicherheit\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"963584";"12.03.2024 22:19:00";"22.08.2022 03:51:00";"30.10.2025 20:03:00";"114";"5";""
"Operations_SOP_SOP045.tar.gz";"C:\share\Job1\Rechtsabteilung\Technologie-Cloud-und-Infrastruktur";".gz";"963584";"17.08.2025 21:57:00";"17.05.2025 13:41:00";"16.09.2025 18:41:00";"94";"5";""
"Sales_Forecast_Q2_2022.tar.gz";"C:\share\Job10\Team-QA-Automation\Team-QA-Automation-Technologie-IT-Operations";".gz";"963584";"19.02.2024 06:32:00";"31.03.2023 06:57:00";"18.06.2024 15:53:00";"108";"5";""
"Training_Material_CyberSecurity_Advanced.zip";"C:\share\Job4\Bereich-Vertragswesen\People-und-Culture-Learning-und-Development";".zip";"962560";"20.04.2025 19:50:00";"21.05.2022 08:43:00";"25.07.2025 17:16:00";"124";"5";""
"Invoice_2024_1001.tar.gz";"C:\share\Job8\Abteilung-Product-Management\People-und-Culture-Learning-und-Development";".gz";"960512";"29.04.2025 23:49:00";"16.03.2025 13:34:00";"01.07.2025 15:01:00";"111";"5";""
"Customer_Contract.tar.gz";"C:\share\Job2\ESG-und-Nachhaltigkeit\Betrieb-und-Projekte-Netzbetrieb";".gz";"960512";"19.01.2021 12:26:00";"27.02.2016 01:38:00";"18.01.2024 04:56:00";"94";"5";""
"Customer_CUST4004_Contract.tar.gz";"C:\share\Job7\Abteilung-Data-Engineering\People-und-Culture-HR-Operations";".gz";"959488";"22.10.2020 15:54:00";"26.11.2019 06:10:00";"24.05.2022 14:33:00";"107";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job9\Team-Campaign\Technologie-IT-Operations\Governance-Team-Richtlinien-Zertifizierungen-ISO-9001\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2020\Digital-Marketing-SEO-Social-Media-Fruehjahrsaktion-2024-2021\Training-Team-Trainingsprogramme-E-Learning-Leadership-Basics\Controlling-Kostenanalyse-Budgetkontrolle-2023-Q4";".zip";"959488";"17.11.2024 15:30:00";"18.10.2023 04:58:00";"27.09.2025 13:37:00";"363";"10";""
"HR_Onboarding_EMP001_Schmidt.tar.gz";"C:\share\Job8\Abteilung-Incident-Response\Technologie-Cloud-und-Infrastruktur";".gz";"958464";"23.08.2015 21:23:00";"02.02.2015 03:35:00";"25.07.2018 13:29:00";"113";"5";""
"Invoice_2023_5890.zip";"C:\share\Job6\Abteilung-HR-Services\Betrieb-und-Projekte-Prozessmanagement";".zip";"958464";"11.06.2015 16:37:00";"07.05.2015 12:11:00";"20.04.2022 21:33:00";"96";"5";""
"PurchaseOrder_PO4321.zip";"C:\share\Job1\Compliance-und-Risk-Management\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".zip";"958464";"18.01.2024 12:19:00";"11.07.2023 07:01:00";"15.04.2024 04:52:00";"108";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job3\GB-Sicherheit-und-Compliance\GB-Sicherheit-und-Compliance-People-und-Culture-Learning-und-Development";".gz";"958464";"15.08.2018 20:07:00";"01.03.2018 21:43:00";"20.07.2020 02:22:00";"146";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job4\Bereich-Marketing\Kundenerlebnis-Customer-Support";".gz";"956416";"16.07.2024 21:14:00";"10.08.2023 17:42:00";"05.05.2025 06:02:00";"94";"5";""
"PurchaseOrder_PO2222.zip";"C:\share\Job4\Bereich-Prozessmanagement\Betrieb-und-Projekte-Netzbetrieb";".zip";"953344";"28.02.2024 17:56:00";"29.09.2022 16:53:00";"11.05.2025 11:34:00";"97";"5";""
"Invoice_2023_4567.zip";"C:\share\Job5\Bereich-Legal-Affairs\People-und-Culture-Learning-und-Development\Datenschutz-DSGVO-Verzeichnis-Verarbeitungstaetigkeiten-Einkauf-Dokumentation\Personal-Mitarbeiter-Auszubildende-Schulung-Leadership-Development-Teilnahmebestaetigung\IT-Projekt-E-Commerce-Platform-Phase-Implementation-Technische-Spezifikation-Production\QA-Automation-Testskripte-Regression-API-Tests\Training-und-Awareness-Security-Schulungen-Data-Protection\Customer-Support-1st-2nd-Level-Tickets-2024-Juli\Talent-Development-Schulungen-Onboarding-Coaching-Compliance-Schulung";".zip";"953344";"29.01.2020 10:02:00";"29.01.2011 15:21:00";"20.11.2022 15:18:00";"581";"12";""
"Operations_SOP_SOP001.tar.gz";"C:\share\Job4\Bereich-Talent-Acquisition\Finanzen-Vertragswesen-und-Einkauf";".gz";"953344";"02.08.2025 06:22:00";"13.06.2025 19:48:00";"09.10.2025 04:06:00";"104";"5";""
"Sales_Forecast_Q1_2021.zip";"C:\share\Job1\01-CEO-Gesamtleitung-und-Strategie\Technologie-Softwareentwicklung";".zip";"953344";"12.11.2022 08:03:00";"23.03.2020 17:14:00";"31.01.2025 21:04:00";"107";"5";""
"IT_Ticket_TKT01234_Security.zip";"C:\share\Job1\02-CFO-Finanzen-und-Controlling\Finanzen-Finanzmanagement-Controlling";".zip";"953344";"31.07.2025 03:49:00";"27.03.2025 21:20:00";"09.11.2025 09:11:00";"115";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job10\Team-CRM\Finanzen-Rechnungswesen-und-Buchhaltung";".zip";"953344";"03.06.2020 10:00:00";"09.03.2017 00:23:00";"22.03.2024 06:56:00";"91";"5";""
"Meeting_Minutes_Board_2024-06-10.tar.gz";"C:\share\Job8\Abteilung-IT-Helpdesk\Finanzen-Finanzmanagement-Controlling";".gz";"953344";"02.12.2023 09:14:00";"22.12.2021 07:02:00";"14.02.2025 04:39:00";"113";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job5\Abteilung-Application-Development\Betrieb-und-Projekte-Projektmanagement";".gz";"952320";"19.10.2025 02:08:00";"12.08.2025 22:33:00";"27.10.2025 07:01:00";"117";"5";""
"Meeting_Minutes_Review_2024-12-20.tar.gz";"C:\share\Job4\Bereich-Learning-und-Development\Bereich-Learning-und-Development-Technologie-IT-Operations";".gz";"952320";"24.10.2025 20:58:00";"26.04.2025 17:03:00";"10.11.2025 05:43:00";"146";"5";""
"HR_Onboarding_EMP789_Schneider.tar.gz";"C:\share\Job6\Abteilung-Procurement\Abteilung-Procurement-Kundenerlebnis-Customer-Support";".gz";"952320";"14.09.2023 22:21:00";"07.08.2023 23:58:00";"26.09.2024 07:20:00";"127";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job1\02-CFO-Finanzen-und-Controlling\02-CFO-Finanzen-und-Controlling-Technologie-Cloud-und-Infrastruktur";".zip";"951296";"03.02.2024 00:51:00";"11.08.2022 10:41:00";"16.07.2025 03:18:00";"141";"5";""
"Finance_Audit_2023_Q2.tar.gz";"C:\share\Job3\GB-Kundenerlebnis-und-Support\Finanzen-Finanzmanagement-Controlling";".gz";"950272";"12.03.2023 09:25:00";"19.08.2020 11:00:00";"12.11.2023 22:07:00";"110";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job2\GB-People-und-Culture\GB-People-und-Culture-Technologie-Network-Engineering\Linux-Team-Serverbetrieb-Hardening-RedHat-Enterprise\Controlling-Kostenanalyse-Budgetkontrolle-2025-Q3\Solution-Architecture-Systemlandschaften-Design-Cloud-Migration\Archiv-Altdaten-2023-Quartal-Q2-Migration-Bereinigung\UX-Lab-Usability-Tests-Designprototypen-Workflow-Design\HR-Admin-Team-Vertragsverwaltung-Datenpflege-Auszubildende\Data-Engineering-ETL-Datenintegration-Architektur-SAP-ERP";".zip";"950272";"09.04.2024 07:54:00";"30.05.2023 00:43:00";"21.05.2025 15:56:00";"511";"12";""
"Legal_Agreement_MSA_AcmeCorp.tar.gz";"C:\share\Job8\Abteilung-Product-Management\Abteilung-Product-Management-People-und-Culture-Talent-Acquisition";".gz";"950272";"20.02.2024 06:27:00";"09.09.2022 00:21:00";"21.04.2024 15:15:00";"145";"5";""
"Invoice_2024_1001.zip";"C:\share\Job4\Bereich-HR-Operations\Betrieb-und-Projekte-Prozessmanagement";".zip";"949248";"03.12.2023 19:07:00";"19.08.2022 09:14:00";"26.10.2025 19:45:00";"96";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job1\03-CTO-Technologie-und-IT\Technologie-IT-Operations";".gz";"949248";"05.04.2023 10:42:00";"31.01.2023 17:42:00";"30.06.2024 02:32:00";"94";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job5\Abteilung-Cloud-Infrastructure\Abteilung-Cloud-Infrastructure-Betrieb-und-Projekte-Prozessmanagement";".zip";"949248";"24.03.2019 10:50:00";"24.03.2011 11:19:00";"11.09.2021 00:44:00";"142";"5";""
"IT_Ticket_TKT00456_Network.zip";"C:\share\Job3\GB-Kundenerlebnis-und-Support\Finanzen-Finanzmanagement-Controlling";".zip";"948224";"25.12.2021 04:31:00";"13.06.2016 21:29:00";"16.01.2024 10:59:00";"112";"5";""
"Annual_Report_2024.tar.gz";"C:\share\Job2\Innovation-Lab\Kundenerlebnis-Customer-Support";".gz";"947200";"11.06.2024 02:09:00";"08.12.2021 03:43:00";"21.06.2024 09:55:00";"86";"5";""
"Compliance_Report_GDPR_2021.tar.gz";"C:\share\Job5\Bereich-Data-und-Analytics\People-und-Culture-HR-Operations";".gz";"947200";"15.09.2025 01:55:00";"02.04.2025 23:49:00";"11.10.2025 06:03:00";"108";"5";""
"Contract_Addendum_CNT001_Final.zip";"C:\share\Job9\Team-Campaign\Technologie-IT-Operations\Governance-Team-Richtlinien-Zertifizierungen-ISO-9001\Accounting-Hauptbuch-Debitoren-Kreditoren-Steuer-2020\Digital-Marketing-SEO-Social-Media-Fruehjahrsaktion-2024-2021\Training-Team-Trainingsprogramme-E-Learning-Leadership-Basics\Controlling-Kostenanalyse-Budgetkontrolle-2023-Q4";".zip";"947200";"18.02.2025 18:07:00";"06.06.2024 22:54:00";"11.11.2025 17:32:00";"370";"10";""
"Support_Case_CASE001_Critical.zip";"C:\share\Job9\Team-Linux\Betrieb-und-Projekte-Prozessmanagement";".zip";"946176";"17.09.2023 10:25:00";"06.12.2019 17:51:00";"15.10.2023 03:20:00";"97";"5";""
"Customer_CUST2002_Contract.zip";"C:\share\Job7\Abteilung-Data-Engineering\Abteilung-Data-Engineering-Betrieb-und-Projekte-Prozessmanagement";".zip";"946176";"24.07.2020 22:37:00";"09.05.2020 07:17:00";"10.02.2022 17:56:00";"137";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job2\Interne-Revision\Technologie-Cloud-und-Infrastruktur";".gz";"946176";"10.02.2024 22:06:00";"25.05.2023 22:25:00";"25.11.2024 02:26:00";"97";"5";""
"Training_Material_Leadership_Advanced.tar.gz";"C:\share\Job10\Team-QA-Automation\People-und-Culture-Learning-und-Development";".gz";"943104";"14.11.2022 04:34:00";"07.03.2022 06:38:00";"30.11.2022 11:14:00";"122";"5";""
"Salary_Overview_RnD_Apr.zip";"C:\share\Job8\Abteilung-IT-Helpdesk\Finanzen-Finanzmanagement-Controlling";".zip";"943104";"02.07.2024 10:03:00";"03.10.2022 03:41:00";"17.01.2025 01:58:00";"101";"5";""
"Training_Material_CyberSecurity_Intermediate.zip";"C:\share\Job8\Abteilung-Threat-Intelligence\Vertrieb-und-Marketing-Customer-Success";".zip";"942080";"04.08.2024 15:42:00";"01.07.2023 08:00:00";"05.11.2025 05:11:00";"132";"5";""
"Budget_Plan_Marketing_FY2025.zip";"C:\share\Job9\Team-Supplier-Management\Betrieb-und-Projekte-Projektmanagement";".zip";"942080";"01.01.2024 14:02:00";"28.09.2023 14:23:00";"24.01.2024 05:56:00";"110";"5";""
"HR_Onboarding_EMP045_Hoffmann.tar.gz";"C:\share\Job6\Abteilung-Brand-Management\Abteilung-Brand-Management-Vertrieb-und-Marketing-Kampagnen";".gz";"942080";"24.06.2024 12:41:00";"16.01.2022 09:57:00";"31.01.2025 15:33:00";"137";"5";""
"RnD_Prototype_Phoenix_alpha.tar.gz";"C:\share\Job5\Bereich-Facility-und-Workplace\Technologie-Softwareentwicklung";".gz";"941056";"03.12.2023 09:10:00";"03.06.2023 01:26:00";"12.12.2024 04:00:00";"111";"5";""
"Employee_Resume_Smith.tar.gz";"C:\share\Job9\Team-Windows\Team-Windows-People-und-Culture-Talent-Acquisition";".gz";"941056";"23.03.2024 07:37:00";"06.06.2023 12:35:00";"08.06.2025 23:37:00";"106";"5";""
"Budget_Plan_Legal_FY2023.zip";"C:\share\Job6\Abteilung-Key-Account-Management\Betrieb-und-Projekte-Projektmanagement";".zip";"940032";"29.01.2023 09:03:00";"07.05.2017 21:12:00";"24.08.2023 05:57:00";"114";"5";""
"Support_Case_CASE042_Critical.tar.gz";"C:\share\Job1\01-CEO-Gesamtleitung-und-Strategie\People-und-Culture-Learning-und-Development";".gz";"939008";"25.05.2024 19:38:00";"18.09.2023 04:20:00";"17.10.2025 23:36:00";"129";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job9\Team-SOC\Team-SOC-Technologie-Softwareentwicklung";".zip";"939008";"06.09.2023 23:46:00";"27.03.2017 23:17:00";"28.12.2024 10:56:00";"91";"5";""
"Employee_Resume_Smith.zip";"C:\share\Job3\Bereich-Cloud-und-Platform-Services\Bereich-Cloud-und-Platform-Services-Technologie-Network-Engineering";".zip";"937984";"17.12.2021 17:16:00";"11.10.2016 08:41:00";"04.08.2025 18:08:00";"143";"5";""
"RnD_Prototype_Titan_v2.0.zip";"C:\share\Job10\Team-Governance\Team-Governance-Technologie-Cloud-und-Infrastruktur";".zip";"937984";"29.06.2021 19:24:00";"06.10.2016 09:05:00";"22.04.2023 18:57:00";"111";"5";""
"HR_Onboarding_EMP001_Weber.zip";"C:\share\Job2\ESG-und-Nachhaltigkeit\ESG-und-Nachhaltigkeit-Technologie-Network-Engineering\Product-Management-Produktstrategie-Roadmap-Backlog-Standard-Edition\Windows-Team-AD-M365-Endpoint-Management-M365-Tenant\Workforce-Management-Kapazitaetsplanung-Zeiterfassung\Sales-Operations-CRM-Kundenmanagement-Enterprise\QA-Automation-Testskripte-Regression-Smoke-Tests\Forschung-Recommendation-Engine-Versuchsreihe-Integrationstests-Messdaten-Auswertung\Legal-Review-Team-Vertragspruefung-Dokumentation-Dienstleistungsvertrag";".zip";"937984";"01.07.2023 18:29:00";"29.05.2022 08:08:00";"14.01.2025 08:05:00";"553";"12";""
"Meeting_Minutes_Board_2024-03-22.tar.gz";"C:\share\Job4\Bereich-Finanzmanagement\Data-und-Analytics-BI-KI-Governance";".gz";"932864";"13.08.2024 03:06:00";"29.12.2022 18:56:00";"29.03.2025 01:52:00";"114";"5";""
"Customer_Contract.tar.gz";"C:\share\Job3\Bereich-Netzbetrieb\Digital-Transformation-Prozessdigitalisierung";".gz";"931840";"23.11.2014 14:04:00";"23.11.2010 08:35:00";"30.11.2022 21:49:00";"104";"5";""
"Customer_Contract.zip";"C:\share\Job4\Bereich-Vertragswesen\People-und-Culture-Learning-und-Development";".zip";"931840";"30.04.2023 06:59:00";"16.08.2016 22:25:00";"17.03.2024 21:53:00";"101";"5";""
"Invoice_2024_3021.tar.gz";"C:\share\Job2\GB-Vertrieb-und-Marketing\GB-Vertrieb-und-Marketing-People-und-Culture-Talent-Acquisition";".gz";"931840";"25.01.2024 03:02:00";"21.03.2022 09:53:00";"20.08.2025 17:42:00";"128";"5";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job10\Team-CRM\Team-CRM-Sicherheit-Cyber-Defense-SOC";".gz";"931840";"28.07.2026 22:08:00";"05.11.2025 08:31:00";"29.07.2026 15:27:00";"92";"5";""
"RnD_Prototype_Neptune_v2.0.tar.gz";"C:\share\Job9\Team-DevOps\Team-DevOps-People-und-Culture-Learning-und-Development\Sales-Operations-CRM-Kundenmanagement-Public-Sector\Personal-Mitarbeiter-Fuehrungskraefte-Schulung-Compliance-Schulung-Teilnahmebestaetigung\Application-Development-Premium-Serie-Sprint-Sprint-02\IT-Projekt-Cloud-Migration-Phase-Go-Live-Technische-Spezifikation-Development\IT-Helpdesk-Benutzersupport-Geraetemanagement-L2-Support\Produktentwicklung-Premium-Serie-Version-Sprint-04-Testberichte-UAT-Ergebnisse\Security-Operations-SIEM-Patchmanagement-Ueberwachung";".gz";"931840";"28.12.2024 17:58:00";"05.12.2022 10:05:00";"05.05.2025 03:26:00";"579";"12";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job8\Abteilung-Infrastructure-Services\Abteilung-Infrastructure-Services-Data-und-Analytics-BI-KI-Governance\Qualitaetssicherung-TISAX-Zertifizierung-2023-Pruefberichte-Massnahmenkatalog\Process-Automation-Workflow-RPA-Reporting-Process\Network-Team-Routing-Firewall-VPN-DMZ\Application-Development-Enterprise-Edition-Sprint-Sprint-03\SOC-Team-Security-Monitoring-Forensik-Vulnerability-Scan\Security-Operations-SIEM-Patchmanagement-Ueberwachung";".zip";"928768";"30.01.2025 14:12:00";"10.10.2022 01:31:00";"09.07.2025 16:44:00";"482";"11";""
"Legal_Agreement_SOW_AcmeCorp.tar.gz";"C:\share\Job3\Bereich-IT-Operations\Data-und-Analytics-BI-KI-Governance";".gz";"926720";"21.09.2025 04:29:00";"11.08.2024 07:13:00";"03.11.2025 05:54:00";"107";"5";""
